id,channel,text,audio_file,audio_path
2577,@aiphatthanhvatruyenhinhhai1908,"Về đời sống riêng, người trẻ có xu hướng né tránh hoặc chỉ hoãn việc kết hôn.",audio_2577.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2577.wav
2578,@ThaiNhiTV,Và món này thì các bạn có thể ăn no được.,audio_2578.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2578.wav
2579,@baihoc10phut,Họ nhìn vào dữ liệu của khách hàng đặc biệt là hành vi mua hàng của các cô gái trước khi cô đăng ký với quầy trẻ em.,audio_2579.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2579.wav
2580,@FonosVietnam,"Khi trở lại, một đồng nghiệp nói rằng, trông anh có vẻ xanh xao, nhưng anh vẫn ráng sức làm việc tiếp.",audio_2580.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2580.wav
2581,@HappyHidari,Cuộn này chắc là một phiên bản khác của dạng vòng tròn mà hồi nãy Ri nói.,audio_2581.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2581.wav
2582,@FonosVietnam,Mà các nhà đầu tư nhận.,audio_2582.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2582.wav
2583,@FonosVietnam,Đi tìm cái ngã trong chỗ không thể nào có ngã.,audio_2583.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2583.wav
2584,@SUCKHOETAMSINH,Nếu các bạn không có cái mắm đậu này đó.,audio_2584.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2584.wav
2585,@truyenhinhnghean,Đây là tuyến trọng điểm của các loại ô tô vận chuyển.,audio_2585.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2585.wav
2586,@AnhBanThan,Bây giờ mình sẽ cho cái nồi này lên chảo.,audio_2586.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2586.wav
2587,@HappyHidari,Đi kèm theo mốc khóa các bạn có thể móc vào.,audio_2587.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2587.wav
2588,@Nhantaidaiviet,Tể tướng.,audio_2588.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2588.wav
2589,@truyenhinh4k,"Sông lớn như sông Hồng, sông Lô, sông Bạch Đằng, và các cầu vượt đường bộ cao tốc như Hà Nội, Lào Cai, Hà Nội, Hải Phòng, Hải Phòng, Quảng Ninh, các đường quốc lộ và một số đường nhánh có 11 hầm với chiều dài 10,05 km.",audio_2589.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2589.wav
2590,@HappyHidari,Mình không hối hận.,audio_2590.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2590.wav
2591,@FonosVietnam,Một phần ba số này hoặc hơn sẽ thuộc về chuyên viên môi giới phụ trách quỹ của Jones và những người đề xuất những ý tưởng tốt.,audio_2591.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2591.wav
2592,@thaibinhtv,"Sự việc khiến xe máy của anh hát bị đổ ra đường, khi được vợ can ngăn, Quy, lên xe bỏ đi.",audio_2592.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2592.wav
2593,@CoBaBinhDuong,"Khi mà mình thấy nước đường sôi lên, mình hạ lửa nhỏ vừa.",audio_2593.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2593.wav
2594,@betterversionvn,Tất nhiên tất cả những điều nói trong cuốn sách này là tiếng nói chân thành của cô cất lên để kêu gọi cả nam và nữ hãy nỗ lực thúc đẩy sự bình đẳng trong xã hội bởi vì nó có liên quan đến hạnh phúc của tất cả mọi người.,audio_2594.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2594.wav
2595,@Web5Ngay,Tại vì sao? Nó có những cái lợi nhất định chứ.,audio_2595.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2595.wav
2596,@hieu-tv,Thật ra thì sau này em cũng đã bắt đầu tự nâng cấp lên và bắt đầu dùng một vài cái công cụ quản lý.,audio_2596.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2596.wav
2597,@Tieubaobaothom,Cái mùi này cay quá.,audio_2597.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2597.wav
2598,@MensBay,"Tôi lấy ví dụ nha, anh em hỏi là em ăn chưa?",audio_2598.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2598.wav
2599,@CuThongThai,Đúng chứ nào?,audio_2599.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2599.wav
2600,@CDTeam-Why,"Vào cuối những năm 1800 và đầu những năm 1900, người dân đã gây áp lực để đòi lại quyền độc lập, hoặc ít nhất là cho phép người Scotland có tiếng nói hơn ở quê nhà thông qua việc thành lập quốc hội Scotland.",audio_2600.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2600.wav
2601,@visaothenhipodcast,Chỉ cần ta luôn ghi nhớ và để tâm.,audio_2601.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2601.wav
2602,@VuTruNguyenThuy,"Bởi các bộ phận trong cơ thể, đặc biệt là các bộ phận trọng yếu như tim, phổi, não và thận chắc chắn đã bị tổn thương khi đóng bằng.",audio_2602.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2602.wav
2603,@5PhutCrypto,Ôi là tôi thấy cái đoạn này đọc nó hơi giống thời sự đây này.,audio_2603.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2603.wav
2604,@duongfg,Để đánh bại tên cướp này.,audio_2604.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2604.wav
2605,@W2WAnime,"Mặt khác, những thông tin đáng giá của vụ án cũng bị ngăn chặn và không thể được tìm kiếm theo phương thức thông thường.",audio_2605.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2605.wav
2606,@FonosVietnam,Theo lời Herman Play.,audio_2606.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2606.wav
2607,@KENHVTC16,Sử dụng thuốc bảo vệ thực vật đặc trị đạo ôn theo nguyên tắc 4 đúng.,audio_2607.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2607.wav
2608,@TULEMIENTAY,Để khi mà mình nấu nó sẽ không có bị phình ra.,audio_2608.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2608.wav
2609,@HIEUROTRONG5PHUT-NTKT,"Ông Kahneman cho rằng Kiev khó có thể có đủ đạn pháo, nhân lực hoặc trang thiết bị cho một cuộc tấn công chiến lược khác.",audio_2609.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2609.wav
2610,@baihoc10phut,"Ô tô có thể ở cửa 1, cửa 2, hoặc cửa 3, với sát xuất là bằng nhau và bằng 1 phần 3.",audio_2610.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2610.wav
2611,@SUCKHOETAMSINH,Thì mình tắt bếp đi.,audio_2611.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2611.wav
2612,@PhanTichGame,Đó là loại thuốc thử mà ta tìm thấy trong tủ gỗ.,audio_2612.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2612.wav
2613,@SpiderumBooks,Một vài bạn viết trẻ đáng tôn trọng.,audio_2613.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2613.wav
2614,@FonosVietnam,"Nếu câu trả lời là có, thì cách tạo ra lợi nhuận từ việc đầu tư vào cổ phiếu thường bỗng trở nền rõ ràng.",audio_2614.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2614.wav
2615,@tamhonanuong,Vì dù làm thế nào cái mùi đó cũng không hết.,audio_2615.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2615.wav
2616,@VoizFM,Trong một trật tự chung như thế nào.,audio_2616.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2616.wav
2617,@truyenhinhvinhphuc,Tâm lý được cải thiện.,audio_2617.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2617.wav
2618,@AnimeRewind.Official,"Sau khi dụ được đám người vào trong, nhẹ nhọ đeo tay nghe loại cách ấm tốt nhất và lao vào chiến đấu.",audio_2618.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2618.wav
2619,@MangoVid,"Khi uống, ngoài vị ngọt ga, bạn sẽ cảm nhận được thêm vị chua và hương thơm của tinh dầu trong giỏ quả chanh.",audio_2619.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2619.wav
2620,@Nhantaidaiviet,Chắc thầy muốn mượn ông Năm.,audio_2620.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2620.wav
2621,@chanthienmybachnien,Thì khi mà tì nó bị hư thì cái việc mà đưa dưỡng chất nó kém.,audio_2621.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2621.wav
2622,@VoizFM,Các bác sĩ sử dụng lý thuyết này để lên phát đồ điều trị cho những người có triệu chứng tay chân ảo.,audio_2622.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2622.wav
2623,@tamhonanuong,Việc mình tiếp tục trép bà chị đó thay vì gót giống như mở cửa cho trợm vào giữa tim.,audio_2623.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2623.wav
2624,@DaiHaNoi-HTV,"Với các trung tâm đăng kiểm, Sở Giao thông Vận tải Hà Nội sẽ kiểm tra, đánh giá cơ sở vật chất kỹ thuật của đơn vị đăng kiểm, nhằm đảm bảo phù hợp với quy chuẩn kỹ thuật quốc gia về đơn vị đăng kiểm xe cơ giới.",audio_2624.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2624.wav
2625,@SpiderumBooks,Hãy để lại bình luận cho chúng tôi biết nha!,audio_2625.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2625.wav
2626,@HocEnglishOnline,Những cái câu đó các bạn có nghe mình nói âm không?,audio_2626.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2626.wav
2627,@Nhantaidaiviet,Vâng ạ.,audio_2627.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2627.wav
2628,@tgddreview,Và mọi thông tin và chi tiết mọi người hãy lên trang web của Thế Giới Động để mà tham khảo nhé.,audio_2628.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2628.wav
2629,@cosu,Chi tiết cụ thể hơn về câu chuyện này thì không được người hàng xóm tiết lộ thêm.,audio_2629.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2629.wav
2630,@W2WMovie,"Trước hết là tới nhà của thành viên Swan, vì anh đã có sẵn địa chỉ.",audio_2630.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2630.wav
2631,@W2WAnime,Dư luận đang vô cùng giận dữ và quyết định sẽ có 24 giờ thanh trừng ngôi trường này để báo thù cho các thiên nhân.,audio_2631.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2631.wav
2632,@LamVlog,Đầu tiên là.,audio_2632.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2632.wav
2633,@sunhuynpodcast,Trong khi điều đáng nhẽ nên làm đó chính là...,audio_2633.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2633.wav
2634,@tranvyvy,Hay có khi nào Thành nó cũng chơi chiến thực giống tụi mình không.,audio_2634.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2634.wav
2635,@ThaiNhiTV,"Thì cái bài thuốc này rất là đơn giản, thì nhí có trên tay khoảng 6 lạng cây rau ngò ôm, thì cây rau này rất là rẻ tiền và rất là dễ tìm.",audio_2635.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2635.wav
2636,@BaodientuVOV,"Được biết, chính phủ Nga đã phản đối quyết định của Phần Lan cho rằng Helsinki đã vi phạm quyền và lợi ích của người Phần Lan, cũng như người Nga.",audio_2636.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2636.wav
2637,@SpiderumBooks,"Theo tâm lý học thần kinh, cảm giác căng thẳng cũng có lợi nếu như ở mức trung bình, bởi nếu quá thấp sẽ không thúc đẩy động lực phát triển của bạn, nếu nó quá cao thì sẽ hủy diệt bạn, dẫn đến tình trạng kiệt sức, rối loạn lo âu hoặc trầm cảm.",audio_2637.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2637.wav
2638,@cungmaivaobep-monan-amthuc,Mình nhúng cho đều nha.,audio_2638.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2638.wav
2639,@FonosVietnam,Tôi không phải là một Phật tử và cũng chẳng phải người theo chủ nghĩa khắc kỷ.,audio_2639.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2639.wav
2640,@FonosVietnam,Các nhân tố phụ thuộc giữa hệ thống hiện tại và hai hệ thống mới đã tăng dần.,audio_2640.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2640.wav
2641,@VoizFM,Ngón tay chàng mơn mang điểm hỏa trên cơ thể nhạy cảm của nàng.,audio_2641.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2641.wav
2642,@Web5Ngay,Và mình không đủ quan trọng để tụi nó phán xét 24 trên 24 đâu.,audio_2642.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2642.wav
2643,@betterversionvn,"Để bù đắp, để lấp đầy bản thân.",audio_2643.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2643.wav
2644,@caikinhdi_vn,Trong vụ tấn công của Dương Giai hay không.,audio_2644.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2644.wav
2645,@FonosVietnam,Câu chuyện về đất nước Israel là câu chuyện phức tạp vừa kịch tính vừa đáng buồn.,audio_2645.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2645.wav
2646,@FonosVietnam,"Bản thân, việc đọc hoặc nghe các đoạn trong sách này, cũng là một hình thức chiêm nghiệm.",audio_2646.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2646.wav
2647,@Web5Ngay,"Nó sinh ra cái việc sớm nắng chiều mưa nó sinh ra cái việc lệ thuộc, nó sinh ra cái việc mà giận hờn vu vơ vô cỡ những cái người rất tiêu cực như vậy.",audio_2647.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2647.wav
2648,@SpiderumBooks,Nó phát sinh từ xu hướng kết nối vô hình cá nhân với con người và kết nối tập thể với sự vật thiên nhiên.,audio_2648.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2648.wav
2649,@Tieubaobaothom,Mình đi xuống thác chơi đi.,audio_2649.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2649.wav
2650,@ducisreal,John trả lời.,audio_2650.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2650.wav
2651,@blogkhoinghiep,Một số máy chuyên dụng để đo thị lực khoảng 150 triệu đồng.,audio_2651.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2651.wav
2652,@Web5Ngay,Các bạn kém tự tin là đúng.,audio_2652.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2652.wav
2653,@5PhutCrypto,Người dân đã mất niềm tin vào chính phủ.,audio_2653.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2653.wav
2654,@TULEMIENTAY,"Lên màu vô cùng đẹp luôn, mình không hề sử dụng thêm phẩm màu nha.",audio_2654.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2654.wav
2655,@TruyenhinhDakNong1,Hoạt động được các em học sinh hưởng ứng nhiều nhất tại chương trình Xuân Yêu Thương Tết Xuân Vầy là trải nghiệm gói bánh trưng.,audio_2655.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2655.wav
2656,@Web5Ngay,Chứ muốn nhanh quá cũng không được.,audio_2656.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2656.wav
2657,@sunhuynpodcast,Nhưng mà với mình đấy không phải là thành quả.,audio_2657.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2657.wav
2658,@W2WMovie,"Một năm sau, cả hai gã sát nhân đang tá túc trong một nhà nghỉ, Richard bị một người phụ nữ nhắc nhở giữ trật tự thì định giỏ trò với bà ta.",audio_2658.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2658.wav
2659,@tamhonanuong,"Vắng nhà ít dần, gọi điện hay nhắn tin cũng chẳng dấu dấu diếm diếm nữa.",audio_2659.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2659.wav
2660,@TruyenhinhDakLakDRT,"Huyện Buôn Đôn vừa tổ chức hội nghị tổng kết công tác Ban Chỉ đạo Phòng chống tội phạm, tệ nạn xã hội và xây dựng phong trào toàn dân bảo vệ an ninh tổ quốc.",audio_2660.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2660.wav
2661,@VuTruNguyenThuy,Scott cũng không ngờ lại gặp phải thằng liều.,audio_2661.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2661.wav
2662,@FonosVietnam,Chúng tôi phát hiện ra rằng.,audio_2662.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2662.wav
2663,@TayNinhTV,"Thưa quý vị, để đảm bảo an toàn giao thông, phục vụ người dân xem chương trình nghệ thuật và bắn pháo hoa trong đêm giao thừa.",audio_2663.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2663.wav
2664,@TULEMIENTAY,Rồi cái mình cũng cắt khúc khúc giống như là mình cắt cái phần cà rốt lúc nãy vậy đó.,audio_2664.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2664.wav
2665,@PhePhim,"Vậy, đạo diễn muốn nói lên điều gì qua một cái kết đầy nghiệt ngã như vậy?",audio_2665.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2665.wav
2666,@PhanTichGame,Nhưng cô đã kịp thời chạy thoát đến nhà sinh hoạt.,audio_2666.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2666.wav
2667,@CoBaBinhDuong,Tôm rất là nhanh thấm.,audio_2667.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2667.wav
2668,@HuynhLapOfficial,Nói tóm lại.,audio_2668.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2668.wav
2669,@FonosVietnam,"Bài học rút ra ở đây là, nếu mong muốn đạt được điều gì đó, hãy kiên trì theo đuổi và phân tích vấn đề một cách thông minh, nhằm đưa ra phương hướng hành động cụ thể.",audio_2669.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2669.wav
2670,@elroydevops,Rồi giờ Tester sẽ test các chức năng đó.,audio_2670.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2670.wav
2671,@hieu-tv,Chúng ta không còn muốn làm nữa.,audio_2671.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2671.wav
2672,@VoizFM,Hãy tận hưởng cuộc hành trình nào.,audio_2672.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2672.wav
2673,@sunhuynpodcast,"Không biết rằng mình đã sai ở đâu, mình đã làm gì.",audio_2673.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2673.wav
2674,@NgamRadio,Quái vật thép.,audio_2674.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2674.wav
2675,@TintucBitcoin247,Bộ phim thậm chí còn kỳ lạ hơn dự kiến.,audio_2675.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2675.wav
2676,@Tieubaobaothom,Ở Tây Ninh nữa đấy.,audio_2676.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2676.wav
2677,@VuiVe,"Quốc có quốc pháp, gia có gia quy.",audio_2677.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2677.wav
2678,@CosmicWriter,Đó sẽ là cái món quà vô cùng ý nghĩa mà bạn có thể mang đến cho chính mình và cho thế giới.,audio_2678.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2678.wav
2679,@BaodientuVOV,Trận động đất có độ lớn cao nhất là 4.,audio_2679.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2679.wav
2680,@NgamRadio,"Vào năm 643 sau công nguyên, đại sư Huyền Trang đi về Tây phương cầu Phật Pháp.",audio_2680.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2680.wav
2681,@NhaNhac555,Và chính điều này đã tạo ra một làn sóng tiêu cực gây ảnh hưởng không đúng đến các nghệ sĩ.,audio_2681.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2681.wav
2682,@ducisreal,Khuôn mặt của cậu đầy máu.,audio_2682.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_2682.wav
